Id;ProductId;UserId;ProfileName;HelpfulnessNumerator;HelpfulnessDenominator;Score;Time;Summary;Text
53;B000G6RPMY;A9L6L5H9BPEBO;Edwin C. Pauzer;1;1;4;1348876800;You'll go nuts over Ass-Kickin' Peanuts.;This wasn't in stock the last time I looked. I had to go to the Vermont Country Store in Weston to find it along with a jaw harp
54;B000G6RPMY;AQ9DWWYP2KJCQ;Roel Trevino Protomex;0;0;3;1278028800;not ass kickin;we're used to spicy foods down here in south texas and these are not at all spicy.  doubt very much habanero is used at all.  could take it up a notch or two.
55;B002GWHC0G;A1ND7WC5LXOU48;David Belton Proteus 1;2;2;4;1322438400;Roasts up a smooth brew;I roast at home with a stove-top popcorn popper (but I do it outside
56;B002GWHC0G;A2EFAW1P3DRXWO;Tj Fairfax;0;0;5;1349395200;Our guests love it!;We roast these in a large cast iron pan on the grill (about 1/3 of the bag at a time).  The smell is wonderful and the roasted beans taste delicious too.  More importantly
57;B004N5KULM;A202WR509428VF;Amateur Amazon Shopper;2;2;5;1322438400;Awesome Deal!;Deal was awesome!  Arrived before Halloween as indicated and was enough to satisfy trick or treaters.  I love the quality of this product and it was much less expensive than the local store's candy.
58;B004N5KULM;ASCNNAJU6SXF8;S. Beck;1;1;5;1336176000;How can you go wrong!;It is chocolate
59;B004N5KULM;A2A7KXM9B4XW90;P. Kelso Amazon All The Way!;0;0;5;1320364800;Awsome - Kids in neighborhood loved us!;Great product
60;B004N5KULM;A2QOGOXPOVKAJG;Mimimc;0;0;5;1320105600;great deal.;Halloween is over but
61;B004N5KULM;A1ZR8O62VSU4OK;Lisa J. Szlosek Lisa;2;4;3;1318723200;Better price for this at Target;Watch your prices with this.  While the assortment was good
62;B004N5KULM;A7ZK2A3VIW7X9;Peggy;0;2;5;1319414400;pretty expensive;This bag of candy online is pretty expensive
63;B001EO5TPM;A1E09XGZUR78C6;Gary Sturrock;2;2;1;1215302400;stale product.;Arrived in 6 days and were so stale i could not eat any of the 6 bags!!
64;B005DUM9UQ;A3HR0ZZOFKQ97N;Rlc;3;3;5;1333497600;Hammer Nutrition 's Fizz Rocks!;I have used the endurolyte product for several years in both pill and powder form.  Long desert rides on the dirt bike always found my camelbak water heavily laced with the endurolyte powder
65;B005DUM9UQ;A2XIHNXODNZGV4;Chemprof Chem Professor;1;1;5;1333584000;great source of electrolytes;This product serves me well as a source of electrolytes during and after a long run or bike ride.<br />I have tried all of the flavors but really do like the grapefruit flavor... no after-taste and I actually like the slight carbonation.<br />I use other Hammer products and really like their whole product line.
66;B005DUM9UQ;A3TWF9DQ6MU87E;Dhy4B;1;1;5;1331510400;Great for preventing cramps;This stuff really works for preventing cramping during the middle to latter stages of your rides. Pop 1 into each water bottle and you're set. Flavor is fine and goes down easy.
67;B005DUM9UQ;AEFIZIJ1FK1BK;Doug;0;0;5;1345161600;Low Carb Alternative to Gatorade;For those of us on a low carb diet these little tablets are just the thing.<br /><br />Two years ago I started cycling again after many years but was having heart arrhythmia after longer rides in high heat.  I was drinking plain water but did a little research and thought electrolytes might be the issue.  Gatorade wasn't an option because it is so loaded with carbohydrates so I looked around for a low-carb alternative.  The zero carb sports drinks didn't help so what to do?  One day I ran across these at my bike shop so tried a tube of them.....voila!...problem solved!!<br /><br />I've shared them with two friends in particular whose problems with leg cramps were resolved while using these.<br /><br />These guys got it right -- they are superbly formulated and simply work.....
68;B005DUM9UQ;A8OFFIAL6XTOH;Bill Shirer;0;1;2;1338422400;Taste is not so good.;I purchased the Mango flavor
69;B000E7VI7S;A1KL2LAW08X6UQ;Calmnsense;0;0;3;1169251200;How much would you pay for a bag of chocolate pretzels?;If you're impulsive like me
70;B000E7VI7S;AWCBF2ZWIN57F;C. Salcido;0;2;5;1185753600;pretzel haven!;this was sooooo deliscious but too bad i ate em too fast and gained 2 pds! my fault
71;B001GVISJC;A27TKQHFW0FB5N;Chet;2;2;5;1254355200;Great Gummi!;These Albanese gummi bears and rings and so on are very good and tasty and high quality. The bears even have little faces. At my local candy store this type of gummi stuff (bears
72;B001GVISJC;A3BDOAPSF96WGQ;2Tall;1;1;5;1289260800;Bigger then other brands;Grape gummy bears are hard to find in my area. In fact pretty much anyone I talk to about grape gummy bears they think I'm lying. So I bought 10lbs... : ) These bears are a little bit bigger then the other brands and have kind of sour kick
73;B006SQBRMA;ATYMT48R62ENE;Marie;0;0;5;1327017600;Best ever latice tart;I ordered two of these and two of raspberry latice tarts directly from FantasiCakes website for a dinner party I was hosting. It arrived fresh and intact. Very good size. I froze half for later use. I am a pastry lover and these were the best I've ever tasted. The pastry was soft
74;B0059WXJKM;A25VFHVGI4CFTP;Diana Robinson;0;1;1;1335744000;Warning!  WARNING!  -ALCOHOL SUGARS!;Buyer Beware Please! This sweetener is not for everybody.  Maltitol is an alcohol sugar and can be undigestible in the body.  You will know a short time after consuming it if you are one of the unsuspecting many who cannot digest it by the extreme intestinal bloating and cramping and massive amounts of gas a person can experience. Nausea
75;B001EPPI84;A3Q0IDQ03S0158;Jen;0;0;2;1287705600;nothing special;It is okay.  I would not go out of my way to buy it again
76;B001EPPI84;A27TZ4WBU7N0YF;I. So;0;0;1;1275004800;No Tea Flavor;No tea flavor at all. Just whole brunch of artifial flavors. It is not returnable. I wasted 20+ bucks.
77;B004X2KR36;A2W3ABLWMJ84NS;Jessica Snyder;0;0;5;1348444800;Good;These looked like a perfect snack to through in with my trail mix.  Unfortunately
78;B004X2KR36;A26M5O53PHZTKN;Debs Peanut;0;0;5;1348185600;Taste great;These taste really good. I have been purchasing a different brand and these are very similar in taste and texture. I agree with the other reviewer regarding ordering in the summer. There is no insulating packaging with ice packs so they will melt in warm weather like all chocolate food items. Order in cold weather and buy enough to last!!!
79;B004X2KR36;A2AB7M9UCNBVN7;Sharonh4;0;0;3;1346976000;Order only in cold weather;The taste was great
80;B005R8JE8O;A3H1EQD2PBC085;Jmc;0;0;5;1344902400;this is the best;i know i cannot make tea this good.  granted
81;B0066DMI6Y;AB30HQTI5VOLR;Melinda Bishop;1;1;5;1325116800;Delicious!;This peppermint stick is delicious and fun to eat.  My dad got me one for Christmas because he remembered me having a similar one when I was a little girl.  I'm 30 now and I love it!
82;B0066DMI6Y;AZLONLC8OZPEC;John W. Hollis;1;1;4;1324598400;Great;Great gift for all ages! I purchased these giant canes before and the recipients loved them so much
83;B003ZFRKGO;A2VOZX7YBT0D6D;Johnnycakes Johnnycakes;15;15;5;1325635200;Forget Molecular Gastronomy - this stuff rockes a coffee creamer!;I know the product title says Molecular Gastronomy
84;B0019CW0HE;A1FD9E5C06UB6B;Brenda Demers;5;5;3;1301011200;Natural Balance Lamb and Rice;While my dogs like all of the flavors that we have tried of this dog food
85;B0019CW0HE;AK2CXHH9VRZ2A;I. Glenn;4;4;3;1313193600;INCREASED MY DOGS ITCHING;Awesome dog food. However
86;B0019CW0HE;A25BGFRHYHEZKK;Toby'S Mom;4;4;5;1292889600;Great food!;We have three dogs and all of them love this food!  We bought it specifically for one of our dogs who has food allergies and it works great for him
87;B0019CW0HE;A37N9XZBB8JYOF;Ash52;1;1;5;1333670400;Great for my dogs allergies;My dog has a ton of allergies both environmental and food. She was on a prescription dog food before we had her tested to see what allergies she has. After we got the test back
88;B0019CW0HE;A1T4L0Q47OZ9N;Wendy;1;1;5;1320883200;Great for stomach problems!;My shepherd/collie mix has IBS.  Our vet recommended a limited ingredient food.  This has really helped her symptoms and she likes it.  I will always buy it from Amazon...it's $10 cheaper and free shipping!
89;B0019CW0HE;A3IMXZE9FCUNOC;Dana;1;1;5;1311638400;Better life for you dog!;Natural Balance Dry Dog Food Lamb Meal and Brown Rice Recipe did wonders for my Jack Russell. She has awful food allergy's and this food was our last hope because it was the last food we could find that didn't have SOMETHING in it that she was allergic to. She has no problem eating it dry but normally I mix the Natural Balance Dry Lamb and Brown Rice with the Natural Balance Wet Lamb and Brown Rice.. she seems to like that better. We started feeding it to our other dog (a Bichon) too and she loves it. If your dog has allergy's or stomach issue.. or if you want your dog to eat better food-- this is it! You will see a difference in your pet.
90;B0019CW0HE;A1EC57S6C2VLTL;Lorraine Agelechio;0;0;5;1347408000;Great Food;Great food! I love the idea of one food for all ages & breeds. Ît's a real convenience as well as a really good product.  My 3 dogs eat less
91;B0019CW0HE;A1OGD72Y2Y26CF;Lisas201;0;0;5;1335398400;Great food for my my dog who has a sensitive stomach.;I have a standard poodle and pomeranian who both do wonderful on this food. I have switched them to a different food (due to price) a couple of times and end up going right back to natural balance.
92;B0019CW0HE;A7JWCYVPF7KCO;Gare;0;0;5;1334966400;Great dog food;This is great dog food
93;B0019CW0HE;ABG53EBZBKD23;J. Romagnoli *Jroma;0;0;5;1333929600;Mmmmm  Mmmmm good.;This food is great - all ages dogs.  I have a 3 year old and a puppy.  They are both so soft and hardly ever get sick.  The food is good especially when you have Amazon Prime shipping  :)
94;B0019CW0HE;A3AF72GP4GVRY1;John D. Meara;0;0;5;1330041600;Great Dog Food!;My golden retriever is one of the most picky dogs I've ever met.  After experimenting with various types of food
95;B0019CW0HE;A1DJAAKLPCJRZD;Wendy;0;0;5;1329609600;So convenient;This is the same food we get at pet store. But it's delivered to my door! And for the same price or slightly less.
96;B0019CW0HE;A1BFNM27629VAV;E. Triebe;0;0;5;1320105600;Good healthy dog food;I've been very pleased with the Natural Balance dog food. Our dogs have had issues with other dog foods in the past and I had someone recommend Natural Balance grain free since it is possible they were allergic to grains. Since switching I haven't had any issues. It is also helpful that have have different kibble size for larger/smaller sized dogs.
97;B0019CW0HE;A18AAABCIJKC5Q;Rhiever;0;0;5;1303776000;Great dog food;My 1-1/2 year old basenji/jack russell mix loves this dog food. He's been noticeably healthier and more energetic since I switched him over from the standard dog foods earlier this year. Despite the higher cost of natural dog foods
98;B0019CW0HE;A3UII2114114PI;Funky Faja Silkk;0;0;5;1297296000;Great allergy sensitive dog food; dogs love it
99;B0019CW0HE;ABZ9F0D94YK45;Amazon-Tron 3000;0;0;5;1295308800;Perfect for our English Bulldog with Allergies;My English Bulldog had skin allergies the summer we got him at age 3.  The vet recommended we wean him off the food his previous owner gave him (Iams Lamb and Rice) and onto a new kind.  This was the second one we tried
100;B0019CW0HE;A2P6ACFZ8FTNVV;Melissa Benjamin;0;1;1;1331164800;Bad;I fed this to my Golden Retriever and he hated it.  He wouldn't eat it
101;B004K2IHUO;A1SYSKR79LA2CB;Mycroft Virture Is Its Own Punishment;4;5;5;1233014400;Taste wise it is a 6 star item;The mouth says
102;B004K2IHUO;A3D1TXE98KRKYO;Danny The Student;2;3;4;1256515200;Great Support;Arrived slightly thawed. My parents wouldn't accept it. However
103;B004K2IHUO;AVCA516CFZ9HF;S. Fowler;0;0;4;1335139200;TART!;The crust on these tarts are perfect.  My husband loves these
104;B004K2IHUO;A1P21J0DMTVGS7;Lovethemovies;0;0;5;1332028800;Omaha Apple Tartlets;These are absolutely scrumptuous!  My husband and I both love them
105;B004K2IHUO;AL3E5V6MXO9B0;Pionex1796;0;0;5;1326412800;Loved these Tartlets;What a nice alternative to an apple pie. Love the fact there was no slicing and dicing. Easy to prepare. I also loved the fact that you can make them fresh whenever needed.
106;B004K2IHUO;A2O9G2521O626G;Rachel Westendorf;0;0;5;1308700800;The best;I like Creme Brulee. I loved that these were so easy. Just sprinkle on the sugar that came with and broil. They look amazing and taste great. My guess thought I really went out of the way for them when really it took all of 5 minutes. I will be ordering more!
107;B004K2IHUO;A1ZKFQLHFZAEH9;S. J. Monson World Citizen;2;8;3;1236384000;disappointing;not what I was expecting in terms of the company's reputation for excellent home delivery products
108;B001REEG6C;A30835UIR6F8KB;Adam E. Smith;2;2;5;1295308800;Wasting Vinegar on a Cucumber is a Shame!;I first bought pickled asparagus at an Amish market and it was love at first bite. Hence
109;B001REEG6C;A10EHUTGNC4BGP;M. Foell;1;1;5;1243728000;Asparagus Bliss;I love asparagus.  Up until very recently
110;B001REEG6C;AY12DBB0U420B;Gary Peterson;0;0;5;1316390400;My Idea of a Good Diet Food.;I'm presently on a diet and I was at my Fresh and Easy Neighborhood Grocery looking over possible diet foods. I wanted things that were tasty
111;B000J0HIT2;A1VKJN5Y1C7S5Y;Wilhelmina Robinson Wilhelmina Robinson &#34...;2;2;2;1250812800;Low Carb Angel Food Puffs;I was diappointed in the flavor and texture of this mix.  I usually like most of the Low Carb things I have tried
112;B0037LW78C;A3VEYLW2KPZNGK;G. Simmons;3;3;5;1297814400;Delicious tea;I have been drinking this tea for a long time now.  I used to have to purchase it at a doctor's office because it wasn't available elsewhere.  I'm so glad that I can buy it now from Amazon.com.  I drink this tea throughout the day like other folks drink coffee.  Wonderful taste.
113;B0037LW78C;A2F65U0UDY7TAW;Aldo;2;2;5;1337990400;My every day green tea;I have been drinking Royal King 100% Natural Organic Green Tea (100 tea bags x 2g each) as my every day tea for several years now.  I buy 12 boxes at a time to save on shipping.  For many years I used to drink coffee from morning till night.  But finally I realized that drinking so much coffee was not healthy for me.  I finally resolved to improve my health and stopped drinking coffee all together.  I tried many alternative drinks to replace my coffee habit.  I found that green tea was not only good tasting it also has health benefits.  Green tea is one of the few drinks that actually makes you healthier (coffe and other drinks do not) - the only healthier drink is quality cold water.  In my opinion
114;B0037LW78C;AWNANZ5VUO7IB;John D. Zuccarino;1;1;5;1308960000;the best tea ever... freah bright clean;this has to be one of the best teas I have ever tasted... it's clean
115;B0037LW78C;A1Q4PJXI5HS5WT;Ceecee;0;0;5;1333065600;Tea review;I love
116;B0037LW78C;A2IX1B76ONTXEL;Cinderella;0;0;5;1326585600;Wonderful Tea;I love this tea. It helps curb my eating during the day. My Mom and I have given it all friends to try.
117;B0026Y3YBK;A3P60QLFDDCHOY;Giordano Gb;2;2;5;1304899200;Great cookies;I'm Italian and I lived in Italy for years. I used to buy these cookies for my everyday breakfast with an Italian espresso. I couldn't find them anywhere here in the Bay area
118;B0026Y3YBK;A38BUM0OXH38VK;Singlewinder;0;0;5;1347667200;Best everyday cookie!;In the 1980s I spent several summers in Italy. This biscotti is often given as a breakfast food or mid-day snack. They are simple and delicious and were not sold in the US back then. They are so good that I brought back two bags from a recent trip to Italy. It is great to see that they may now be found on Amazon!<br /><br />Note: it is great to open a bag
119;B003SE19UK;AD1WWGMEQ8FWW;Bob Rex;5;5;5;1290988800;So Far So Good;I had heard a little about this product from the local pet store
120;B003SE19UK;A2PM49X61MWZJV;Damikris;4;4;5;1324166400;Best Cat Food;I started buying this after I noticed my 1 year old cat was already starting to lose his spunk so I decided it was time to start buying him real cat food...not the garbage in the super markets. I found this at the pet store out of the other million choices
121;B003SE19UK;A3A52DETIFZNZS;Sarah Wilson;4;4;5;1309564800;Great food.;I have done a lot of research to find the best food for my cat
122;B003SE19UK;A3L15C30CBPZOR;Cynthia G. Pate;2;2;5;1330992000;Perfect Cat Food For Older Cats!;This cat food was recommended by my vet because my 13 year old Cleo Cat was having trouble keeping any food down and was loosing weight.  It stopped her problems.  She doesn't eat as much as before since she seems to be more satisfied after eating which helps justify the added price.  It aids in digestion since the...ok sorry...smells are gone if ya know what I mean.  Had to add that so anyone experiencing problems with their cats can see there are a lot of benifits from this cat food.
123;B003SE19UK;A29SUR9R8ZU54B;Alfbo;1;1;5;1313107200;Good for Feline UTI;I have a 4 year old male cat who has chronic urinary tract infections.  I feed him this dry food in combination with wet food (with water added to it) and Uri Ease.  The combination seems to keeps his UTI's under control.  If I switch to another type of dry food
124;B003SE19UK;A9GRWS6KP8SMA;Anne Kirkwood;1;1;5;1292544000;Palatable and healthy;Before I was educated about feline nutrition
125;B003SE19UK;ASOEVZ99YWPVL;Purplegreen;0;0;5;1349049600;Healthy & They LOVE It!;My holistic vet recommended this
126;B003SE19UK;A1QAJ948PN36II;Winter Green;0;0;5;1341964800;Wonderful food - perfect for allergic kitties;One of my cats is allergic to fish and beef. This formula is one of the few she can eat
127;B003SE19UK;A1LWFJRITZLYUG;Pmg1;0;0;5;1334188800;Holistic select cat food;Our cats thrive extremely well on this dry cat food.  They definitely have much less hair ball throw ups and their fur is great.  They are fit and not over weight.  This vendor ships extremely fast.  Is one of the top Amazon suppliers in our book!
128;B003OB0IB8;A34UG2TNXIL0Y;Austin H.;4;4;4;1325808000;Tastes great. Love Hot & Spicy. Bad price here.;I've been a fan of Hot & Spicy Maruchan Ramen for a long time. If you enjoy spice
129;B003OB0IB8;A3NVZTGPORNPRW;B. Pearce;4;4;5;1314489600;My favorite ramen;I've been eating Ramen noodles since I was a little kid
130;B003OB0IB8;A28D854VMOEHGX;Benny;3;3;3;1329436800;It burns!;I LOVE spicy ramen
131;B003OB0IB8;AISIYS3D2EAOX;Rtyst;1;1;5;1330473600;Amazing to the last bite.;Always being a fan of ramen as a quick and easy meal
132;B003OB0IB8;A2DLRG3YX6A2ZU;Luckybabe;2;3;2;1323820800;Not for me;I must be a bit of a wuss
133;B003OB0IB8;A56HS2VNURVJ0;J. Espinoza Jchav1980;0;0;5;1343606400;Great spicy flavor;I really loved the spicy flavor these had.  I found myself liking the broth more than the noodles which is usually the opposite.  If you aren't used to the heat this might bother you and if you like hot hot foods this might not be enough.
134;B003OB0IB8;AOTEC8KEH8JGN;Seth S Moyers;0;0;5;1334880000;Great value and convenient ramen;Got these on sale for roughly 25 cents per cup
135;B003OB0IB8;A1D0URD0AL237J;Mother Of Pearl;0;0;5;1334620800;great flavor;i have bought allot of different flavors and this happens to be one of my favorites and will be getting more soon
136;B003OB0IB8;A2BZNXMV0LC7OE;Alanna;0;0;4;1333756800;Tastes great; but is cheaper locally.
137;B002SRYRE8;A198FU6P1BVUNZ;Sarah;0;0;5;1349740800;Tastes awesome & looks beautiful;The BEST investment I've ever made for ginger. It's unbelievable! It's fibrous like the real ginger
